1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.208040 args_parse: 2 = select-line (type STRING)
1770817878.208042 cmd_parse_build_commands: send-keys -X select-line
1770817878.208043 args_parse_flags: next -Tcopy-mode-vi
1770817878.208045 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208046 args_parse_flags: next V
1770817878.208048 args_parse: flags end at 2 of 4
1770817878.208049 args_parse: 2 = V (type STRING)
1770817878.208051 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1770817878.208054 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1770817878.208056 cmdq_get_command: [bind-key/0x5aafffe49e30] group 2412
1770817878.208057 cmdq_append <global>: [bind-key/0x5aafffe49e30]
1770817878.208059 yylex_token: end at WS
1770817878.208060 yylex_token: bind
1770817878.208062 yylex_token: end at WS
1770817878.208063 yylex_token: -Tcopy-mode-vi
1770817878.208065 yylex_token: end at WS
1770817878.208066 yylex_token: W
1770817878.208067 yylex_token: end at WS
1770817878.208069 yylex_token: send
1770817878.208070 yylex_token: end at WS
1770817878.208074 yylex_token: -X
1770817878.208076 yylex_token: end at WS
1770817878.208077 yylex_token: next-space
1770817878.208079 cmd_parse_build_commands 0:0: bind
1770817878.208080 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208082 cmd_parse_build_commands 0:2: W
1770817878.208083 cmd_parse_build_commands 0:3 0:0: send
1770817878.208085 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208086 cmd_parse_build_commands 0:3 0:2: next-space
1770817878.208088 cmd_parse_build_commands 0:0: send
1770817878.208089 cmd_parse_build_commands 0:1: -X
1770817878.208093 cmd_parse_build_commands 0:2: next-space
1770817878.208095 args_parse_flags: next -X
1770817878.208096 args_parse_flags: -X
1770817878.208098 args_parse_flags: next next-space
1770817878.208099 args_parse: flags end at 2 of 3
1770817878.208100 args_parse: 2 = next-space (type STRING)
1770817878.208103 cmd_parse_build_commands: send-keys -X next-space
1770817878.208104 args_parse_flags: next -Tcopy-mode-vi
1770817878.208106 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208107 args_parse_flags: next W
1770817878.208108 args_parse: flags end at 2 of 4
1770817878.208110 args_parse: 2 = W (type STRING)
1770817878.208112 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1770817878.208115 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1770817878.208116 cmdq_get_command: [bind-key/0x5aafffe4a170] group 2420
1770817878.208118 cmdq_append <global>: [bind-key/0x5aafffe4a170]
1770817878.208119 yylex_token: end at WS
1770817878.208121 yylex_token: bind
1770817878.208122 yylex_token: end at WS
1770817878.208124 yylex_token: -Tcopy-mode-vi
1770817878.208125 yylex_token: end at WS
1770817878.208126 yylex_token: X
1770817878.208128 yylex_token: end at WS
1770817878.208129 yylex_token: send
1770817878.208130 yylex_token: end at WS
1770817878.208132 yylex_token: -X
1770817878.208133 yylex_token: end at WS
1770817878.208134 yylex_token: set-mark
1770817878.208136 cmd_parse_build_commands 0:0: bind
1770817878.208137 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208139 cmd_parse_build_commands 0:2: X
1770817878.208140 cmd_parse_build_commands 0:3 0:0: send
1770817878.208142 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208143 cmd_parse_build_commands 0:3 0:2: set-mark
1770817878.208145 cmd_parse_build_commands 0:0: send
1770817878.208146 cmd_parse_build_commands 0:1: -X
1770817878.208147 cmd_parse_build_commands 0:2: set-mark
1770817878.208149 args_parse_flags: next -X
1770817878.208151 args_parse_flags: -X
1770817878.208152 args_parse_flags: next set-mark
1770817878.208153 args_parse: flags end at 2 of 3
1770817878.208155 args_parse: 2 = set-mark (type STRING)
1770817878.208157 cmd_parse_build_commands: send-keys -X set-mark
1770817878.208159 args_parse_flags: next -Tcopy-mode-vi
1770817878.208160 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208161 args_parse_flags: next X
1770817878.208163 args_parse: flags end at 2 of 4
1770817878.208164 args_parse: 2 = X (type STRING)
1770817878.208166 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1770817878.208169 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1770817878.208171 cmdq_get_command: [bind-key/0x5aafffe4a270] group 2428
1770817878.208173 cmdq_append <global>: [bind-key/0x5aafffe4a270]
1770817878.208174 yylex_token: end at WS
1770817878.208175 yylex_token: bind
1770817878.208177 yylex_token: end at WS
1770817878.208178 yylex_token: -Tcopy-mode-vi
1770817878.208180 yylex_token: end at WS
1770817878.208181 yylex_token: ^
1770817878.208182 yylex_token: end at WS
1770817878.208184 yylex_token: send
1770817878.208185 yylex_token: end at WS
1770817878.208186 yylex_token: -X
1770817878.208188 yylex_token: end at WS
1770817878.208189 yylex_token: back-to-indentation
1770817878.208191 cmd_parse_build_commands 0:0: bind
1770817878.208192 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208194 cmd_parse_build_commands 0:2: ^
1770817878.208195 cmd_parse_build_commands 0:3 0:0: send
1770817878.208197 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208201 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1770817878.208203 cmd_parse_build_commands 0:0: send
1770817878.208205 cmd_parse_build_commands 0:1: -X
1770817878.208206 cmd_parse_build_commands 0:2: back-to-indentation
1770817878.208208 args_parse_flags: next -X
1770817878.208209 args_parse_flags: -X
1770817878.208211 args_parse_flags: next back-to-indentation
1770817878.208212 args_parse: flags end at 2 of 3
1770817878.208214 args_parse: 2 = back-to-indentation (type STRING)
1770817878.208216 cmd_parse_build_commands: send-keys -X back-to-indentation
1770817878.208217 args_parse_flags: next -Tcopy-mode-vi
1770817878.208219 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208220 args_parse_flags: next ^
1770817878.208221 args_parse: flags end at 2 of 4
1770817878.208223 args_parse: 2 = ^ (type STRING)
1770817878.208225 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1770817878.208228 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1770817878.208230 cmdq_get_command: [bind-key/0x5aafffe4ad00] group 2436
1770817878.208231 cmdq_append <global>: [bind-key/0x5aafffe4ad00]
1770817878.208233 yylex_token: end at WS
1770817878.208234 yylex_token: bind
1770817878.208236 yylex_token: end at WS
1770817878.208237 yylex_token: -Tcopy-mode-vi
1770817878.208238 yylex_token: end at WS
1770817878.208240 yylex_token: b
1770817878.208241 yylex_token: end at WS
1770817878.208242 yylex_token: send
1770817878.208244 yylex_token: end at WS
1770817878.208245 yylex_token: -X
1770817878.208246 yylex_token: end at WS
1770817878.208248 yylex_token: previous-word
1770817878.208249 cmd_parse_build_commands 0:0: bind
1770817878.208251 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208252 cmd_parse_build_commands 0:2: b
1770817878.208254 cmd_parse_build_commands 0:3 0:0: send
1770817878.208255 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208257 cmd_parse_build_commands 0:3 0:2: previous-word
1770817878.208258 cmd_parse_build_commands 0:0: send
1770817878.208260 cmd_parse_build_commands 0:1: -X
1770817878.208261 cmd_parse_build_commands 0:2: previous-word
1770817878.208263 args_parse_flags: next -X
1770817878.208265 args_parse_flags: -X
1770817878.208266 args_parse_flags: next previous-word
1770817878.208267 args_parse: flags end at 2 of 3
1770817878.208269 args_parse: 2 = previous-word (type STRING)
1770817878.208271 cmd_parse_build_commands: send-keys -X previous-word
1770817878.208273 args_parse_flags: next -Tcopy-mode-vi
1770817878.208274 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208275 args_parse_flags: next b
1770817878.208277 args_parse: flags end at 2 of 4
1770817878.208278 args_parse: 2 = b (type STRING)
1770817878.208280 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1770817878.208283 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1770817878.208287 cmdq_get_command: [bind-key/0x5aafffe4aee0] group 2444
1770817878.208289 cmdq_append <global>: [bind-key/0x5aafffe4aee0]
1770817878.208291 yylex_token: end at WS
1770817878.208292 yylex_token: bind
1770817878.208293 yylex_token: end at WS
1770817878.208295 yylex_token: -Tcopy-mode-vi
1770817878.208296 yylex_token: end at WS
1770817878.208297 yylex_token: e
1770817878.208299 yylex_token: end at WS
1770817878.208300 yylex_token: send
1770817878.208301 yylex_token: end at WS
1770817878.208303 yylex_token: -X
1770817878.208304 yylex_token: end at WS
1770817878.208306 yylex_token: next-word-end
1770817878.208307 cmd_parse_build_commands 0:0: bind
1770817878.208309 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208310 cmd_parse_build_commands 0:2: e
1770817878.208311 cmd_parse_build_commands 0:3 0:0: send
1770817878.208313 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208314 cmd_parse_build_commands 0:3 0:2: next-word-end
1770817878.208316 cmd_parse_build_commands 0:0: send
1770817878.208318 cmd_parse_build_commands 0:1: -X
1770817878.208319 cmd_parse_build_commands 0:2: next-word-end
1770817878.208321 args_parse_flags: next -X
1770817878.208326 args_parse_flags: -X
1770817878.208327 args_parse_flags: next next-word-end
1770817878.208329 args_parse: flags end at 2 of 3
1770817878.208330 args_parse: 2 = next-word-end (type STRING)
1770817878.208332 cmd_parse_build_commands: send-keys -X next-word-end
1770817878.208334 args_parse_flags: next -Tcopy-mode-vi
1770817878.208335 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208337 args_parse_flags: next e
1770817878.208338 args_parse: flags end at 2 of 4
1770817878.208339 args_parse: 2 = e (type STRING)
1770817878.208341 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1770817878.208344 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1770817878.208346 cmdq_get_command: [bind-key/0x5aafffe4a690] group 2452
1770817878.208348 cmdq_append <global>: [bind-key/0x5aafffe4a690]
1770817878.208350 yylex_token: end at WS
1770817878.208351 yylex_token: bind
1770817878.208352 yylex_token: end at WS
1770817878.208354 yylex_token: -Tcopy-mode-vi
1770817878.208355 yylex_token: end at WS
1770817878.208356 yylex_token: f
1770817878.208358 yylex_token: end at WS
1770817878.208359 yylex_token: command-prompt
1770817878.208361 yylex_token: end at WS
1770817878.208362 yylex_token: -1p(jump forward)
1770817878.208363 yylex_token: end at WS
1770817878.208365 yylex_token: send
1770817878.208366 yylex_token: end at WS
1770817878.208367 yylex_token: -X
1770817878.208369 yylex_token: end at WS
1770817878.208370 yylex_token: jump-forward
1770817878.208372 yylex_token: end at WS
1770817878.208373 yylex_token: --
1770817878.208374 yylex_token: end at WS
1770817878.208375 yylex_token: %%
1770817878.208377 cmd_parse_build_commands 0:0: bind
1770817878.208379 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208380 cmd_parse_build_commands 0:2: f
1770817878.208382 cmd_parse_build_commands 0:3 0:0: command-prompt
1770817878.208383 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1770817878.208385 cmd_parse_build_commands 0:3 0:2 0:0: send
1770817878.208386 cmd_parse_build_commands 0:3 0:2 0:1: -X
1770817878.208388 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1770817878.208389 cmd_parse_build_commands 0:3 0:2 0:3: --
1770817878.208391 cmd_parse_build_commands 0:3 0:2 0:4: %%
1770817878.208392 cmd_parse_build_commands 0:0: command-prompt
1770817878.208394 cmd_parse_build_commands 0:1: -1p(jump forward)
1770817878.208395 cmd_parse_build_commands 0:2 0:0: send
1770817878.208397 cmd_parse_build_commands 0:2 0:1: -X
1770817878.208398 cmd_parse_build_commands 0:2 0:2: jump-forward
1770817878.208400 cmd_parse_build_commands 0:2 0:3: --
1770817878.208401 cmd_parse_build_commands 0:2 0:4: %%
1770817878.208403 cmd_parse_build_commands 0:0: send
1770817878.208404 cmd_parse_build_commands 0:1: -X
1770817878.208405 cmd_parse_build_commands 0:2: jump-forward
1770817878.208407 cmd_parse_build_commands 0:3: --
1770817878.208408 cmd_parse_build_commands 0:4: %%
1770817878.208410 args_parse_flags: next -X
1770817878.208412 args_parse_flags: -X
1770817878.208413 args_parse_flags: next jump-forward
1770817878.208414 args_parse: flags end at 2 of 5
1770817878.208416 args_parse: 2 = jump-forward (type STRING)
1770817878.208417 args_parse: 3 = -- (type STRING)
1770817878.208419 args_parse: 4 = %% (type STRING)
1770817878.208421 cmd_parse_build_commands: send-keys -X jump-forward -- "%%"
1770817878.208423 args_parse_flags: next -1p(jump forward)
1770817878.208424 args_parse_flags: -1
1770817878.208426 args_parse_flag_argument: -p = (jump forward)
1770817878.208427 args_parse: flags end at 2 of 3
1770817878.208432 args_parse: 2 = send-keys -X jump-forward -- "%%" (type COMMANDS)
1770817878.208435 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" }
1770817878.208437 args_parse_flags: next -Tcopy-mode-vi
1770817878.208438 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208440 args_parse_flags: next f
1770817878.208441 args_parse: flags end at 2 of 4
1770817878.208442 args_parse: 2 = f (type STRING)
1770817878.208445 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } (type COMMANDS)
1770817878.208452 cmd_parse_build_commands: bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } }
1770817878.208454 cmdq_get_command: [bind-key/0x5aafffe4bab0] group 2460
1770817878.208456 cmdq_append <global>: [bind-key/0x5aafffe4bab0]
1770817878.208457 yylex_token: end at WS
1770817878.208459 yylex_token: bind
1770817878.208460 yylex_token: end at WS
1770817878.208462 yylex_token: -Tcopy-mode-vi
1770817878.208463 yylex_token: end at WS
1770817878.208464 yylex_token: g
1770817878.208466 yylex_token: end at WS
1770817878.208467 yylex_token: send
1770817878.208468 yylex_token: end at WS
1770817878.208469 yylex_token: -X
1770817878.208471 yylex_token: end at WS
1770817878.208472 yylex_token: history-top
1770817878.208474 cmd_parse_build_commands 0:0: bind
1770817878.208475 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208477 cmd_parse_build_commands 0:2: g
1770817878.208478 cmd_parse_build_commands 0:3 0:0: send
1770817878.208480 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208481 cmd_parse_build_commands 0:3 0:2: history-top
1770817878.208483 cmd_parse_build_commands 0:0: send
1770817878.208484 cmd_parse_build_commands 0:1: -X
1770817878.208485 cmd_parse_build_commands 0:2: history-top
1770817878.208487 args_parse_flags: next -X
1770817878.208489 args_parse_flags: -X
1770817878.208490 args_parse_flags: next history-top
1770817878.208491 args_parse: flags end at 2 of 3
1770817878.208493 args_parse: 2 = history-top (type STRING)
1770817878.208496 cmd_parse_build_commands: send-keys -X history-top
1770817878.208497 args_parse_flags: next -Tcopy-mode-vi
1770817878.208499 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208500 args_parse_flags: next g
1770817878.208501 args_parse: flags end at 2 of 4
1770817878.208503 args_parse: 2 = g (type STRING)
1770817878.208505 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1770817878.208507 cmd_parse_build_commands: bind-key -T copy-mode-vi g { send-keys -X history-top }
1770817878.208509 cmdq_get_command: [bind-key/0x5aafffe4b070] group 2472
1770817878.208511 cmdq_append <global>: [bind-key/0x5aafffe4b070]
1770817878.208513 yylex_token: end at WS
1770817878.208514 yylex_token: bind
1770817878.208516 yylex_token: end at WS
1770817878.208517 yylex_token: -Tcopy-mode-vi
1770817878.208518 yylex_token: end at WS
1770817878.208520 yylex_token: h
1770817878.208521 yylex_token: end at WS
1770817878.208522 yylex_token: send
1770817878.208524 yylex_token: end at WS
1770817878.208525 yylex_token: -X
1770817878.208526 yylex_token: end at WS
1770817878.208528 yylex_token: cursor-left
1770817878.208529 cmd_parse_build_commands 0:0: bind
1770817878.208531 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208532 cmd_parse_build_commands 0:2: h
1770817878.208534 cmd_parse_build_commands 0:3 0:0: send
1770817878.208535 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208536 cmd_parse_build_commands 0:3 0:2: cursor-left
1770817878.208538 cmd_parse_build_commands 0:0: send
1770817878.208539 cmd_parse_build_commands 0:1: -X
1770817878.208541 cmd_parse_build_commands 0:2: cursor-left
1770817878.208543 args_parse_flags: next -X
1770817878.208544 args_parse_flags: -X
1770817878.208545 args_parse_flags: next cursor-left
1770817878.208547 args_parse: flags end at 2 of 3
1770817878.208548 args_parse: 2 = cursor-left (type STRING)
1770817878.208550 cmd_parse_build_commands: send-keys -X cursor-left
1770817878.208552 args_parse_flags: next -Tcopy-mode-vi
1770817878.208554 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208555 args_parse_flags: next h
1770817878.208556 args_parse: flags end at 2 of 4
1770817878.208558 args_parse: 2 = h (type STRING)
1770817878.208560 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1770817878.208562 cmd_parse_build_commands: bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1770817878.208564 cmdq_get_command: [bind-key/0x5aafffe4c1c0] group 2480
1770817878.208566 cmdq_append <global>: [bind-key/0x5aafffe4c1c0]
1770817878.208570 yylex_token: end at WS
1770817878.208572 yylex_token: bind
1770817878.208573 yylex_token: end at WS
1770817878.208574 yylex_token: -Tcopy-mode-vi
1770817878.208576 yylex_token: end at WS
1770817878.208577 yylex_token: j
1770817878.208578 yylex_token: end at WS
1770817878.208580 yylex_token: send
1770817878.208581 yylex_token: end at WS
1770817878.208582 yylex_token: -X
1770817878.208584 yylex_token: end at WS
1770817878.208585 yylex_token: cursor-down
1770817878.208587 cmd_parse_build_commands 0:0: bind
1770817878.208588 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208590 cmd_parse_build_commands 0:2: j
1770817878.208591 cmd_parse_build_commands 0:3 0:0: send
1770817878.208592 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208594 cmd_parse_build_commands 0:3 0:2: cursor-down
1770817878.208595 cmd_parse_build_commands 0:0: send
1770817878.208597 cmd_parse_build_commands 0:1: -X
1770817878.208598 cmd_parse_build_commands 0:2: cursor-down
1770817878.208600 args_parse_flags: next -X
1770817878.208602 args_parse_flags: -X
1770817878.208608 args_parse_flags: next cursor-down
1770817878.208609 args_parse: flags end at 2 of 3
1770817878.208611 args_parse: 2 = cursor-down (type STRING)
1770817878.208613 cmd_parse_build_commands: send-keys -X cursor-down
1770817878.208615 args_parse_flags: next -Tcopy-mode-vi
1770817878.208616 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208617 args_parse_flags: next j
1770817878.208619 args_parse: flags end at 2 of 4
1770817878.208620 args_parse: 2 = j (type STRING)
1770817878.208622 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1770817878.208625 cmd_parse_build_commands: bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1770817878.208627 cmdq_get_command: [bind-key/0x5aafffe4cbb0] group 2488
1770817878.208628 cmdq_append <global>: [bind-key/0x5aafffe4cbb0]
1770817878.208630 yylex_token: end at WS
1770817878.208631 yylex_token: bind
1770817878.208632 yylex_token: end at WS
1770817878.208634 yylex_token: -Tcopy-mode-vi
1770817878.208635 yylex_token: end at WS
1770817878.208636 yylex_token: k
1770817878.208638 yylex_token: end at WS
1770817878.208639 yylex_token: send
1770817878.208640 yylex_token: end at WS
1770817878.208642 yylex_token: -X
1770817878.208643 yylex_token: end at WS
1770817878.208644 yylex_token: cursor-up
1770817878.208646 cmd_parse_build_commands 0:0: bind
1770817878.208647 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208649 cmd_parse_build_commands 0:2: k
1770817878.208650 cmd_parse_build_commands 0:3 0:0: send
1770817878.208652 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208653 cmd_parse_build_commands 0:3 0:2: cursor-up
1770817878.208655 cmd_parse_build_commands 0:0: send
1770817878.208656 cmd_parse_build_commands 0:1: -X
1770817878.208658 cmd_parse_build_commands 0:2: cursor-up
1770817878.208659 args_parse_flags: next -X
1770817878.208661 args_parse_flags: -X
1770817878.208662 args_parse_flags: next cursor-up
1770817878.208663 args_parse: flags end at 2 of 3
1770817878.208665 args_parse: 2 = cursor-up (type STRING)
1770817878.208667 cmd_parse_build_commands: send-keys -X cursor-up
1770817878.208669 args_parse_flags: next -Tcopy-mode-vi
1770817878.208670 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208672 args_parse_flags: next k
1770817878.208673 args_parse: flags end at 2 of 4
1770817878.208674 args_parse: 2 = k (type STRING)
1770817878.208676 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1770817878.208679 cmd_parse_build_commands: bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1770817878.208681 cmdq_get_command: [bind-key/0x5aafffe4d260] group 2496
1770817878.208682 cmdq_append <global>: [bind-key/0x5aafffe4d260]
1770817878.208684 yylex_token: end at WS
1770817878.208685 yylex_token: bind
1770817878.208687 yylex_token: end at WS
1770817878.208688 yylex_token: -Tcopy-mode-vi
1770817878.208689 yylex_token: end at WS
1770817878.208691 yylex_token: z
1770817878.208692 yylex_token: end at WS
1770817878.208693 yylex_token: send
1770817878.208695 yylex_token: end at WS
1770817878.208703 yylex_token: -X
1770817878.208705 yylex_token: end at WS
1770817878.208706 yylex_token: scroll-middle
1770817878.208708 cmd_parse_build_commands 0:0: bind
1770817878.208710 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208711 cmd_parse_build_commands 0:2: z
1770817878.208713 cmd_parse_build_commands 0:3 0:0: send
1770817878.208714 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208716 cmd_parse_build_commands 0:3 0:2: scroll-middle
1770817878.208718 cmd_parse_build_commands 0:0: send
1770817878.208719 cmd_parse_build_commands 0:1: -X
1770817878.208721 cmd_parse_build_commands 0:2: scroll-middle
1770817878.208723 args_parse_flags: next -X
1770817878.208724 args_parse_flags: -X
1770817878.208725 args_parse_flags: next scroll-middle
1770817878.208727 args_parse: flags end at 2 of 3
1770817878.208728 args_parse: 2 = scroll-middle (type STRING)
1770817878.208730 cmd_parse_build_commands: send-keys -X scroll-middle
1770817878.208732 args_parse_flags: next -Tcopy-mode-vi
1770817878.208734 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208735 args_parse_flags: next z
1770817878.208736 args_parse: flags end at 2 of 4
1770817878.208738 args_parse: 2 = z (type STRING)
1770817878.208740 args_parse: 3 = send-keys -X scroll-middle (type COMMANDS)
1770817878.208743 cmd_parse_build_commands: bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1770817878.208745 cmdq_get_command: [bind-key/0x5aafffe4d560] group 2504
1770817878.208746 cmdq_append <global>: [bind-key/0x5aafffe4d560]
1770817878.208748 yylex_token: end at WS
1770817878.208749 yylex_token: bind
1770817878.208751 yylex_token: end at WS
1770817878.208752 yylex_token: -Tcopy-mode-vi
1770817878.208753 yylex_token: end at WS
1770817878.208755 yylex_token: l
1770817878.208756 yylex_token: end at WS
1770817878.208757 yylex_token: send
1770817878.208759 yylex_token: end at WS
1770817878.208760 yylex_token: -X
1770817878.208761 yylex_token: end at WS
1770817878.208763 yylex_token: cursor-right
1770817878.208764 cmd_parse_build_commands 0:0: bind
1770817878.208766 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208767 cmd_parse_build_commands 0:2: l
1770817878.208769 cmd_parse_build_commands 0:3 0:0: send
1770817878.208770 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208772 cmd_parse_build_commands 0:3 0:2: cursor-right
1770817878.208774 cmd_parse_build_commands 0:0: send
1770817878.208775 cmd_parse_build_commands 0:1: -X
1770817878.208776 cmd_parse_build_commands 0:2: cursor-right
1770817878.208778 args_parse_flags: next -X
1770817878.208780 args_parse_flags: -X
1770817878.208781 args_parse_flags: next cursor-right
1770817878.208783 args_parse: flags end at 2 of 3
1770817878.208784 args_parse: 2 = cursor-right (type STRING)
1770817878.208786 cmd_parse_build_commands: send-keys -X cursor-right
1770817878.208788 args_parse_flags: next -Tcopy-mode-vi
1770817878.208789 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208791 args_parse_flags: next l
1770817878.208792 args_parse: flags end at 2 of 4
1770817878.208793 args_parse: 2 = l (type STRING)
1770817878.208795 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1770817878.208798 cmd_parse_build_commands: bind-key -T copy-mode-vi l { send-keys -X cursor-right }
1770817878.208800 cmdq_get_command: [bind-key/0x5aafffe4dd80] group 2512
1770817878.208802 cmdq_append <global>: [bind-key/0x5aafffe4dd80]
1770817878.208803 yylex_token: end at WS
1770817878.208805 yylex_token: bind
1770817878.208806 yylex_token: end at WS
1770817878.208808 yylex_token: -Tcopy-mode-vi
1770817878.208809 yylex_token: end at WS
1770817878.208810 yylex_token: n
1770817878.208812 yylex_token: end at WS
1770817878.208817 yylex_token: send
1770817878.208819 yylex_token: end at WS
1770817878.208821 yylex_token: -X
1770817878.208822 yylex_token: end at WS
1770817878.208824 yylex_token: search-again
1770817878.208825 cmd_parse_build_commands 0:0: bind
1770817878.208827 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208828 cmd_parse_build_commands 0:2: n
1770817878.208830 cmd_parse_build_commands 0:3 0:0: send
1770817878.208836 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208838 cmd_parse_build_commands 0:3 0:2: search-again
1770817878.208840 cmd_parse_build_commands 0:0: send
1770817878.208841 cmd_parse_build_commands 0:1: -X
1770817878.208843 cmd_parse_build_commands 0:2: search-again
1770817878.208845 args_parse_flags: next -X
1770817878.208846 args_parse_flags: -X
1770817878.208848 args_parse_flags: next search-again
1770817878.208849 args_parse: flags end at 2 of 3
1770817878.208851 args_parse: 2 = search-again (type STRING)
1770817878.208853 cmd_parse_build_commands: send-keys -X search-again
1770817878.208854 args_parse_flags: next -Tcopy-mode-vi
1770817878.208856 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208857 args_parse_flags: next n
1770817878.208859 args_parse: flags end at 2 of 4
1770817878.208860 args_parse: 2 = n (type STRING)
1770817878.208862 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1770817878.208865 cmd_parse_build_commands: bind-key -T copy-mode-vi n { send-keys -X search-again }
1770817878.208867 cmdq_get_command: [bind-key/0x5aafffe4e200] group 2520
1770817878.208869 cmdq_append <global>: [bind-key/0x5aafffe4e200]
1770817878.208870 yylex_token: end at WS
1770817878.208871 yylex_token: bind
1770817878.208873 yylex_token: end at WS
1770817878.208874 yylex_token: -Tcopy-mode-vi
1770817878.208876 yylex_token: end at WS
1770817878.208877 yylex_token: o
1770817878.208878 yylex_token: end at WS
1770817878.208879 yylex_token: send
1770817878.208881 yylex_token: end at WS
1770817878.208882 yylex_token: -X
1770817878.208884 yylex_token: end at WS
1770817878.208885 yylex_token: other-end
1770817878.208886 cmd_parse_build_commands 0:0: bind
1770817878.208888 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208889 cmd_parse_build_commands 0:2: o
1770817878.208891 cmd_parse_build_commands 0:3 0:0: send
1770817878.208892 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208894 cmd_parse_build_commands 0:3 0:2: other-end
1770817878.208895 cmd_parse_build_commands 0:0: send
1770817878.208897 cmd_parse_build_commands 0:1: -X
